,2021,2022,2023,2024
cost_of_goods_sold,4607624494.0,3917293716.0,3132968515.0,3143979224.0
current_assets,5829100412.0,5541110081.0,5515837061.0,5473448538.0
current_liabilities,1872419254.0,1628068914.0,1440717987.0,1326641809.0
equity,4874197017.0,4868737646.0,4985818408.0,5109622144.0
financial_profit,-27405237.0,-39335768.0,1208266.0,40124958.0
gross_profit,2462504485.0,1742971729.0,1220892629.0,1178092169.0
net_income,1772059864.0,1148702305.0,846380430.0,807122190.0
other_profit,-18204228.0,-4995133.0,-7451966.0,-7303271.0
profit_before_tax,2097401035.0,1377216975.0,999439979.0,953344569.0
revenue,7108211834.0,5679350995.0,4363038846.0,4345179878.0
total_assets,6892913568.0,6589904841.0,6468248784.0,6466972011.0
total_debt,2018716552.0,1721167195.0,1482430376.0,1357349868.0
roa,0.2570843006398191,0.17431242676725625,0.13085155785807512,0.12480681664109958
roe,0.3635593427634318,0.23593431984237995,0.16975757252649623,0.15796122829704098
debt_ratio,0.2928683976790002,0.2611824049858082,0.22918573875311843,0.20988955351766095
current_ratio,3.1131384702157097,3.4034861997248353,3.8285334886986457,4.125792283092444
gross_margin,0.34643093685269033,0.30689628630709415,0.2798262110637188,0.271126213891576
net_profit_margin,0.24929755969340742,0.20225943175748376,0.19398874497208637,0.18575115706636805
revenue_growth,0.0,-0.20101551168825227,-0.23177157921017,-0.0040932406587149694
