,2021,2022,2023,2024
cost_of_goods_sold,109464961.0,167293322.0,184430646.0,187091737.0
current_assets,130695122.0,152590514.0,140543828.0,196662443.0
current_liabilities,110259145.0,149381644.0,134450361.0,152665595.0
equity,542530861.0,532842120.0,538325411.0,529540905.0
financial_profit,-15003739.0,-16567298.0,-9805981.0,-19615806.0
gross_profit,17204887.0,170011856.0,192629624.0,223610715.0
net_income,-62148792.0,16320576.0,35833221.0,22912307.0
other_profit,-981836.0,1327376.0,-358332.0,-18185118.0
profit_before_tax,-64122746.0,29081042.0,52260308.0,43741696.0
revenue,126669848.0,337305178.0,377060270.0,410702452.0
total_assets,1085842698.0,1099239733.0,1078634598.0,1087502257.0
total_debt,543311837.0,566397613.0,540309187.0,541961352.0
roa,-0.057235538917811093,0.014847148906688947,0.03322090823569151,0.021068744319856617
roe,-0.11455346869198654,0.030629290342137367,0.06656423841006458,0.04326824761535655
debt_ratio,0.5003596174664334,0.5152630459001066,0.5009195774007612,0.49835423192137795
current_ratio,1.1853449616356087,1.0214810194484136,1.0453213137895554,1.2881909836987175
gross_margin,0.13582464391999585,0.5040297839720682,0.5108722380111805,0.5444591672415923
net_profit_margin,-0.49063603518336896,0.048385192592566725,0.09503313886663264,0.05578809400436694
revenue_growth,0.0,1.6628687357389107,0.11786090043361264,0.08922229329544584
