,2021,2022,2023,2024
cost_of_goods_sold,1279775684.0,1326247897.0,907299561.0,877976953.0
current_assets,186474033.0,238616696.0,276263042.0,284717520.0
current_liabilities,196905878.0,220544855.0,183288664.0,200096504.0
equity,286348721.0,292836998.0,309291345.0,303016426.0
financial_profit,5966180.0,11326824.0,9538221.0,7932449.0
gross_profit,85018449.0,108092882.0,134887846.0,136776180.0
net_income,34711540.0,36442119.0,46168683.0,30654943.0
other_profit,138244.0,-36529.0,81524.0,-4452339.0
profit_before_tax,41916205.0,45237351.0,57029711.0,39063915.0
revenue,1364794133.0,1434340780.0,1042187408.0,1014753134.0
total_assets,593588392.0,619277377.0,596823449.0,601819310.0
total_debt,307239670.0,326440379.0,287532103.0,298802884.0
roa,0.058477457557829064,0.05884619776769272,0.07735735430194197,0.05093712097739104
roe,0.12122121544241156,0.12444506414452453,0.14927246994253912,0.1011659447135054
debt_ratio,0.517597166893385,0.5271311226988354,0.4817707874611341,0.49649932967421734
current_ratio,0.9470211600285493,1.0819417936546287,1.5072565644321572,1.4229010217989615
gross_margin,0.06229397309403586,0.07536066986814667,0.12942762977616018,0.13478763988720038
net_profit_margin,0.025433535476665183,0.025406876460697156,0.04429978969770857,0.030209261713893855
revenue_growth,0.0,0.05095760988298448,-0.273403208964051,-0.026323743493166463
