,2020,2021,2022,2023
cost_of_goods_sold,1628631067.0,2157705262.0,2462988570.0,1669117351.0
current_assets,771407396.0,1643140577.0,1783215492.0,1257807736.0
current_liabilities,717649903.0,1723180932.0,1509822829.0,937987976.0
equity,443693737.0,753865632.0,1135925290.0,791487798.0
financial_profit,-59222301.0,-2885449.0,-96743995.0,-58671781.0
gross_profit,157442537.0,255009867.0,394502761.0,137214226.0
net_income,39797800.0,122173915.0,40792970.0,11079180.0
other_profit,-1353393.0,-1578995.0,7649938.0,-9543163.0
profit_before_tax,42680257.0,124402716.0,45473391.0,14976472.0
revenue,1787467937.0,2414050223.0,2858148159.0,1806342204.0
total_assets,1281226173.0,2616517133.0,2720628587.0,1743399824.0
total_debt,837532435.0,1862651501.0,1584703298.0,951912027.0
roa,0.031062275216258792,0.04669333651942114,0.01499395036680911,0.0063549277953810325
roe,0.08969655571225699,0.1620632508154981,0.03591166633854943,0.013997916364593153
debt_ratio,0.6536960082847136,0.7118820196160359,0.5824768972774158,0.5460090186403507
current_ratio,1.0749076851752881,0.9535508120397423,1.1810759896782566,1.3409636031411132
gross_margin,0.08808132092385611,0.10563569248492806,0.1380274006292338,0.07596247582332412
net_profit_margin,0.022264902869695503,0.05060951666870105,0.014272517634030741,0.006133488978702952
revenue_growth,0.0,0.3505418324043481,0.18396383462482757,-0.3680026004558149
