,2021,2022,2023,2024
cost_of_goods_sold,51615327.0,342251507.0,544067096.0,1217276145.0
current_assets,128926417.0,422613488.0,507747402.0,626116868.0
current_liabilities,86848517.0,189821368.0,273899722.0,553684201.0
equity,280369097.0,287414361.0,446877858.0,484672369.0
financial_profit,6212259.0,-5130309.0,-35449350.0,-8816814.0
gross_profit,11492330.0,36756051.0,67161260.0,109128926.0
net_income,3189301.0,7045264.0,10597688.0,39384165.0
other_profit,-365388.0,-235061.0,26181678.0,367169.0
profit_before_tax,3464002.0,8823046.0,20435687.0,50019618.0
revenue,63107657.0,379007559.0,611228356.0,1326405071.0
total_assets,377208323.0,486918939.0,726293201.0,1041137089.0
total_debt,96839226.0,199504578.0,279415343.0,556464720.0
roa,0.00845501227182625,0.014469069563137284,0.014591473506028319,0.03782802996464955
roe,0.011375365666637646,0.024512567762750032,0.02371495434441507,0.0812593568749532
debt_ratio,0.25672611152856245,0.4097285236218754,0.3847142484815853,0.5344778568348553
current_ratio,1.484497622452206,2.2263746829598237,1.8537711476757177,1.1308194578591562
gross_margin,0.18210674498658697,0.09697973068658507,0.10987916273962918,0.08227420746946164
net_profit_margin,0.05053746489114625,0.01858871632689521,0.01733834481985322,0.02969241136141585
revenue_growth,0.0,5.005730160446299,0.612707560800918,1.1700646869203823
