,2021,2022,2023,2024
cost_of_goods_sold,63416386.0,68548525.0,77431517.0,93333213.0
current_assets,239233129.0,224728524.0,293785123.0,331617632.0
current_liabilities,264557753.0,318449532.0,323695034.0,337052659.0
equity,85296971.0,88823963.0,93200356.0,94517497.0
financial_profit,17844039.0,18153245.0,21271383.0,13423973.0
gross_profit,41646912.0,46335715.0,47231098.0,55790236.0
net_income,22202980.0,24175764.0,26768796.0,26450656.0
other_profit,-37385.0,-80819.0,203839.0,-178902.0
profit_before_tax,27441112.0,30108576.0,33400867.0,33019982.0
revenue,105063297.0,114884241.0,124662615.0,149123449.0
total_assets,350018276.0,407450668.0,417072563.0,431701157.0
total_debt,264721305.0,318626705.0,323872207.0,337183659.0
roa,0.06343377338387896,0.0593342112277504,0.06418258685599512,0.06127075540823718
roe,0.2603020920871856,0.2721761468805439,0.2872177441038959,0.27984930663155416
debt_ratio,0.7563070935187396,0.7820006936398003,0.7765368325127635,0.7810580387209849
current_ratio,0.9042756308865384,0.7056958840184447,0.9075984866669286,0.9838748431294826
gross_margin,0.39639829692380585,0.40332524806426673,0.37887138818642624,0.37412114844527233
net_profit_margin,0.2113295568860741,0.2104358595188003,0.21472994128993683,0.1773742236876509
revenue_growth,0.0,0.09347644972534974,0.08511501590544523,0.19621627542467324
