,2020,2021,2022,2023
cost_of_goods_sold,2953993102.0,2940612856.0,3561104728.0,3991672291.0
current_assets,2783810066.0,2916543314.0,3255100960.0,2950604371.0
current_liabilities,2338994194.0,2336515880.0,2417509035.0,2103113560.0
equity,2333974303.0,2335585626.0,2882202985.0,2847866756.0
financial_profit,-37095882.0,-74318524.0,-108486674.0,-132470695.0
gross_profit,484671258.0,553313465.0,1335542313.0,447450342.0
net_income,202170291.0,128739198.0,673745234.0,39191645.0
other_profit,34174037.0,9769074.0,19129101.0,17673341.0
profit_before_tax,239631842.0,151441364.0,773715940.0,64497035.0
revenue,3477498386.0,3504425922.0,4934505844.0,4461787495.0
total_assets,4834079659.0,4887179841.0,5467653138.0,5112670123.0
total_debt,2500105356.0,2551594215.0,2585450152.0,2264803368.0
roa,0.04182187826044676,0.026342226434961268,0.12322384339223971,0.007665592353336347
roe,0.08662061563408738,0.055120735701941675,0.2337605080233445,0.0137617551514408
debt_ratio,0.5171833176859943,0.5220995130144219,0.4728628694514674,0.4429785833064982
current_ratio,1.1901739957888926,1.2482445931418193,1.3464689946856807,1.4029695909525683
gross_margin,0.13937353930953053,0.15788990188847257,0.2706537098590981,0.10028499620419506
net_profit_margin,0.05813670304317432,0.03673617330353716,0.13653752884277667,0.008783843928900519
revenue_growth,0.0,0.007743364054001223,0.40807822845456054,-0.09579851842202014
