,2020,2022,2023,2024
cost_of_goods_sold,4899843841.0,4854177283.0,4498918880.0,7533882512.0
current_assets,5107391678.0,5645895373.0,6927879981.0,7782381355.0
current_liabilities,2798539772.0,2868228338.0,3146135991.0,4124097177.0
equity,14042017347.0,14078509303.0,14898157540.0,16052342324.0
financial_profit,-43788102.0,-194976232.0,-257833533.0,-248305826.0
gross_profit,328794993.0,577427330.0,1305493605.0,1754176796.0
net_income,183824149.0,-154856438.0,545942181.0,697970710.0
other_profit,29881436.0,-55602966.0,91246490.0,17854872.0
profit_before_tax,203642725.0,-138517152.0,658379272.0,937210202.0
revenue,5228638834.0,5431604614.0,5804412485.0,9289871699.0
total_assets,20856190206.0,20704046691.0,21632848208.0,23614557761.0
total_debt,6814172859.0,6625537388.0,6734690668.0,7562215437.0
roa,0.008813889170761239,-0.007479525153279128,0.02523672221756293,0.029556797847500458
roe,0.013091007115104655,-0.010999491115653952,0.0366449461642624,0.043480926079956426
debt_ratio,0.32672184093524753,0.32001171012042323,0.3113177979730592,0.3202353189729929
current_ratio,1.8250202227249248,1.9684260483029925,2.2020281389038026,1.8870509158712776
gross_margin,0.06288347760070208,0.10630879289550585,0.22491399575300858,0.188826805454033
net_profit_margin,0.03515717088827329,-0.028510255993386635,0.09405640664078338,0.07513243805887357
revenue_growth,0.0,0.03881809137020231,0.06863678369354886,0.6004844113004144
