,2021,2022,2023,2024
cost_of_goods_sold,327392545.0,343034839.0,161821973.0,260589978.0
current_assets,329721714.0,788458385.0,667914627.0,447967322.0
current_liabilities,59238722.0,51489485.0,31849230.0,44750469.0
equity,401000423.0,871424171.0,881880728.0,751942165.0
financial_profit,-3407003.0,-464388.0,31485.0,-447207.0
gross_profit,39339830.0,41952111.0,24299140.0,28136675.0
net_income,23472343.0,26340432.0,10770348.0,14869289.0
other_profit,-1075052.0,-345840.0,-533553.0,-957600.0
profit_before_tax,27392893.0,31804467.0,13627528.0,18456461.0
revenue,366750498.0,386244141.0,186173750.0,288726653.0
total_assets,463327410.0,924315889.0,915417919.0,796710502.0
total_debt,62326987.0,52891718.0,33537191.0,44768338.0
roa,0.050660380744579736,0.028497218660275568,0.011765498333007834,0.018663352576215948
roe,0.05853445945118118,0.03022687788172449,0.012212930454241653,0.01977451151445936
debt_ratio,0.13452039671039537,0.05722255630293509,0.03663593458672508,0.05619147467946895
current_ratio,5.565982905573149,15.312998081064512,20.971138925493648,10.01033803690415
gross_margin,0.10726592114947857,0.10861552719320085,0.1305186150034578,0.09745090973641425
net_profit_margin,0.06400084833695305,0.0681963276693432,0.057851055801368345,0.05149953717643102
revenue_growth,0.0,0.05315232864387287,-0.5179894521688033,0.5508451271997261
