,2021,2022,2023,2024
cost_of_goods_sold,335157950.0,206724502.0,100553338.0,69964168.0
current_assets,252520492.0,240465017.0,223423535.0,193144058.0
current_liabilities,193242525.0,128418592.0,110161189.0,70287434.0
equity,264224415.0,293450008.0,281560046.0,296240032.0
financial_profit,-3173115.0,5611730.0,5543549.0,2764523.0
gross_profit,12891137.0,2667417.0,-18251413.0,8666678.0
net_income,74850001.0,31030593.0,-10644961.0,14679985.0
other_profit,254173.0,378381.0,526834.0,87385.0
profit_before_tax,75612873.0,31244149.0,-10584148.0,14679985.0
revenue,348049087.0,209391919.0,82301925.0,78646587.0
total_assets,457948069.0,422349728.0,391836735.0,366527466.0
total_debt,193723654.0,128899720.0,110276689.0,70287434.0
roa,0.16344648240016926,0.0734713223255586,-0.02716682753085925,0.04005152781647201
roe,0.2832819253285129,0.10574405232253394,-0.03780707224348159,0.04955435935140596
debt_ratio,0.42302537583142424,0.30519664499464294,0.281435299832212,0.19176580343913435
current_ratio,1.3067542560831267,1.8725093715402206,2.0281510850432087,2.74791733042922
gross_margin,0.03703827270778044,0.012738872697374726,-0.22176167811384728,0.11019776357237218
net_profit_margin,0.21505587515016236,0.1481938421892967,-0.12934036476060554,0.18665762317187395
revenue_growth,0.0,-0.39838394404407673,-0.6069479405267784,-0.0444137606744921
