,2021,2022,2023,2024
cost_of_goods_sold,744532050.0,1038014745.0,910807947.0,943311791.0
current_assets,3874470421.0,3833263397.0,3798779994.0,4071643798.0
current_liabilities,1996218324.0,1843095964.0,2198179741.0,2169551439.0
equity,967159312.0,1138979527.0,1381302567.0,1472941405.0
financial_profit,24562148.0,-14803150.0,-17871712.0,-17022622.0
gross_profit,358693429.0,407797786.0,389948196.0,351179669.0
net_income,152718693.0,169411736.0,155213047.0,122591543.0
other_profit,1435692.0,1705017.0,-696890.0,-1972202.0
profit_before_tax,195225547.0,215679659.0,196131742.0,154628529.0
revenue,1107259094.0,1456082915.0,1310531716.0,1304115194.0
total_assets,4686271239.0,4748181445.0,4738950148.0,5004546106.0
total_debt,3719111927.0,3609201918.0,3357647580.0,3531604701.0
roa,0.03258853045659144,0.035679288578661296,0.03275262287059619,0.02449603628449417
roe,0.1579043815275802,0.14873993077489267,0.11236716032252186,0.0832290697945313
debt_ratio,0.7936185801728409,0.7601229986273197,0.7085213971742333,0.7056793216003993
current_ratio,1.9409051477076813,2.0797958825110854,1.7281480322768565,1.87672148482302
gross_margin,0.32394715107212296,0.2800649480871081,0.29754960619358256,0.26928577369216666
net_profit_margin,0.13792498415912763,0.11634758862616007,0.11843517032440899,0.09400361529719284
revenue_growth,0.0,0.3150336022437763,-0.09996079035100824,-0.004896121109975504
