,2021,2022,2023,2024
cost_of_goods_sold,926331285.0,1013761838.0,1323480020.0,1439371590.0
current_assets,707902562.0,831975444.0,823096745.0,942253105.0
current_liabilities,450567622.0,654072806.0,799144132.0,869787380.0
equity,440622349.0,648230535.0,688672122.0,736547007.0
financial_profit,-31236474.0,-41159115.0,-52744274.0,-43107679.0
gross_profit,122588421.0,165189334.0,158239663.0,140597669.0
net_income,50140892.0,54415231.0,43162349.0,47874885.0
other_profit,2221007.0,315328.0,503020.0,-2414163.0
profit_before_tax,54446874.0,63703061.0,49496268.0,55401459.0
revenue,1051439126.0,1180074553.0,1482341922.0,1580015291.0
total_assets,1032942900.0,1359265929.0,1532920519.0,1634570046.0
total_debt,592320551.0,711035394.0,844248396.0,898023038.0
roa,0.048541784836315736,0.040032807296238794,0.028156938644253348,0.029288977316790987
roe,0.11379561684466441,0.08394425757805439,0.06267474407799536,0.06499908973223212
debt_ratio,0.5734301005408915,0.5231024914477937,0.5507450552953294,0.5493940380209317
current_ratio,1.5711350026833486,1.2719921029708732,1.0299728322349742,1.0833142980299393
gross_margin,0.1165910778557046,0.13998211687562762,0.10674977253999567,0.08898500527233189
net_profit_margin,0.04768786966369749,0.046111689182403715,0.029117674107040466,0.030300266885201935
revenue_growth,0.0,0.12234224865624799,0.25614260406816847,0.06589125460893497
