,2021,2022,2023,2024
cost_of_goods_sold,6420456990.0,8289646666.0,7364782447.0,7099875138.0
current_assets,1486204544.0,1499102462.0,1480367395.0,1326965173.0
current_liabilities,1121183965.0,1235845109.0,1258692254.0,1043784377.0
equity,833148137.0,926597828.0,981355312.0,1084580579.0
financial_profit,-25246379.0,-34817974.0,24970693.0,-19838008.0
gross_profit,263130094.0,193590782.0,190910615.0,221990692.0
net_income,128974763.0,100124922.0,58077594.0,109869863.0
other_profit,-23063.0,345396.0,786097.0,24580.0
profit_before_tax,156419781.0,116841293.0,72290293.0,134920719.0
revenue,6694120793.0,8490902301.0,7567753807.0,7352018843.0
total_assets,2080303591.0,2164904495.0,2447292945.0,2334095794.0
total_debt,1247155454.0,1238306668.0,1465937633.0,1249515216.0
roa,0.06199804853386902,0.04624911733115506,0.02373136167399036,0.04707170257640248
roe,0.15480411858617646,0.10805650409964052,0.05918100538085231,0.10130170604871212
debt_ratio,0.5995064659771575,0.5719913607551542,0.5990037424800405,0.5353315914505263
current_ratio,1.3255670705208489,1.2130180805691888,1.1761154406849952,1.2713020066595613
gross_margin,0.0393076405605279,0.022799789131621524,0.025226853286824953,0.03019452163283853
net_profit_margin,0.019266871182675414,0.011792023798013548,0.0076743503397639,0.014944175925855962
revenue_growth,0.0,0.2684118741745567,-0.10872207231630471,-0.02850713296202234
