,2021,2022,2023,2024
cost_of_goods_sold,293519851.0,333645622.0,297211612.0,349801346.0
current_assets,473263338.0,795575367.0,548530355.0,305701981.0
current_liabilities,166000419.0,133663310.0,261971386.0,176046859.0
equity,1434740321.0,1721435850.0,1327887919.0,1085381471.0
financial_profit,10069120.0,19754309.0,36065657.0,7843083.0
gross_profit,388619388.0,670281255.0,399549146.0,402527356.0
net_income,331885006.0,571717106.0,346494055.0,297214267.0
other_profit,-125676.0,-2363689.0,647182.0,3472558.0
profit_before_tax,351778288.0,637392399.0,385942096.0,370466695.0
revenue,682139239.0,1003926877.0,696760758.0,752328702.0
total_assets,1600740740.0,1855099160.0,1589859305.0,1261428330.0
total_debt,166000419.0,133663310.0,261971386.0,176046859.0
roa,0.20733214174332815,0.3081868173558981,0.21794007426336381,0.23561724430273417
roe,0.23132060982901728,0.33211641665299346,0.26093622062691574,0.27383392377812205
debt_ratio,0.10370225162133376,0.0720518411533322,0.1647764586313504,0.13956152308708653
current_ratio,2.850976767715267,5.952084884026888,2.0938559870046265,1.7364807457314533
gross_margin,0.5697068366418956,0.6676594385070935,0.5734380724122239,0.5350418705678998
net_profit_margin,0.4865355737144451,0.5694808248469674,0.49729272353768234,0.39505905624746457
revenue_growth,0.0,0.47173307090753647,-0.30596463351782544,0.07975182781461987
