,2021,2022,2023,2024
cost_of_goods_sold,941619808.0,995874576.0,1004463840.0,993655561.0
current_assets,2170241002.0,2232453004.0,2077658880.0,2457645875.0
current_liabilities,536294669.0,547693606.0,1328584847.0,935126829.0
equity,6506785014.0,6492878041.0,5283139117.0,5265267362.0
financial_profit,164474119.0,123817172.0,89553553.0,65164061.0
gross_profit,1533498940.0,1756778944.0,1368493601.0,1086943791.0
net_income,1373151656.0,1504536920.0,1129198286.0,906273586.0
other_profit,56206.0,17073162.0,2473.0,1286668.0
profit_before_tax,1649533107.0,1827539442.0,1389275799.0,1104854277.0
revenue,2475118748.0,2752653519.0,2372957441.0,2080599353.0
total_assets,8958686801.0,8611125763.0,8019129829.0,7477760666.0
total_debt,2451901787.0,2118247722.0,2735990712.0,2212493305.0
roa,0.15327599753199586,0.17472011922815534,0.14081306950741973,0.12119585347531367
roe,0.21103381363384938,0.23172111203990503,0.21373623919280943,0.17212299465373285
debt_ratio,0.273689865653782,0.24598963948495756,0.3411829924620616,0.2958764533692285
current_ratio,4.046732379508326,4.076098350507309,1.5638134701682322,2.6281417651423196
gross_margin,0.6195658051716232,0.6382128850848664,0.5767038116045167,0.5224185951191151
net_profit_margin,0.5547821320126819,0.5465769337168802,0.47586116231572145,0.4355829413737206
revenue_growth,0.0,0.11212988113166689,-0.13793820231248655,-0.12320410090321543
