,2021,2022,2023,2024
cost_of_goods_sold,154085634.0,103183071.0,265458493.0,275825878.0
current_assets,354713635.0,323265993.0,343663939.0,366214289.0
current_liabilities,327925591.0,296186051.0,318667926.0,350587851.0
equity,76605408.0,74489966.0,74391536.0,74281399.0
financial_profit,-3117615.0,-3374280.0,-9714858.0,-9617815.0
gross_profit,18829334.0,17152182.0,25140687.0,23769807.0
net_income,1765065.0,847354.0,739430.0,624220.0
other_profit,-4190591.0,-1482677.0,-33702.0,-432774.0
profit_before_tax,2287690.0,2906910.0,2111299.0,1850621.0
revenue,172914968.0,120335253.0,290599181.0,299595685.0
total_assets,408027966.0,374097191.0,399659936.0,430374072.0
total_debt,331422558.0,299607225.0,325268401.0,356092673.0
roa,0.004325843194777488,0.002265063786592292,0.0018501479217571612,0.0014504126540411106
roe,0.023040997314445477,0.011375411286937627,0.009939706043977906,0.008403449698086596
debt_ratio,0.8122545159073729,0.8008807128412787,0.8138629161968339,0.8274027088695064
current_ratio,1.0816893976414301,1.0914288228921354,1.0784390613569312,1.044572103555294
gross_margin,0.10889360370468333,0.1425366347133537,0.08651327547960296,0.07933961732459531
net_profit_margin,0.01020770509583647,0.007041610657518624,0.0025445013212201722,0.0020835413567455085
revenue_growth,0.0,-0.3040784473903959,1.4149131177710657,0.030958463024711724
