,2021,2022,2023,2024
cost_of_goods_sold,1181648022.0,1259036077.0,1332850152.0,1225768390.0
current_assets,405908492.0,481207043.0,625160915.0,714889275.0
current_liabilities,346319049.0,424592949.0,459341030.0,456281762.0
equity,358090817.0,334254010.0,434294460.0,528926977.0
financial_profit,5234588.0,4713048.0,8624128.0,6177712.0
gross_profit,297996727.0,270873045.0,476802696.0,426893520.0
net_income,113363537.0,88155063.0,178434758.0,206624388.0
other_profit,2956068.0,-429048.0,1831050.0,398722.0
profit_before_tax,130965382.0,101716327.0,204921223.0,258305595.0
revenue,1479644750.0,1540164944.0,1831351013.0,1703790590.0
total_assets,704509867.0,758946959.0,893814199.0,986305319.0
total_debt,346419049.0,424692949.0,459519740.0,457378342.0
roa,0.1609112126175516,0.11615444525419068,0.1996329418347045,0.20949333235827353
roe,0.31657761556058,0.26373674021143384,0.4108612345642171,0.39064823120186587
debt_ratio,0.4917163906804445,0.5595818574193667,0.5141110317044763,0.4637289622078982
current_ratio,1.1720651612207447,1.1333373390522319,1.360995152120419,1.5667715314030017
gross_margin,0.20139748206452934,0.17587275054872303,0.2603557115022602,0.25055515772040976
net_profit_margin,0.07661537473775377,0.05723741690357549,0.0974334012067407,0.12127334733078905
revenue_growth,0.0,0.0409018407965831,0.18906161326056004,-0.06965372672660874
