,2021,2022,2023,2024
cost_of_goods_sold,262204990.0,549248245.0,467624971.0,439852582.0
current_assets,352142764.0,1734819181.0,2064408677.0,3066828196.0
current_liabilities,1258885135.0,1540054515.0,1789360227.0,1911546003.0
equity,1465585464.0,1534252109.0,1737315400.0,3105551066.0
financial_profit,5799604.0,-16967912.0,-28929980.0,5371267.0
gross_profit,451017306.0,309640319.0,350320644.0,430830026.0
net_income,323628767.0,197366645.0,218873292.0,302127158.0
other_profit,4605384.0,1539134.0,486600.0,-183725.0
profit_before_tax,396685350.0,244178124.0,266877287.0,374600803.0
revenue,713222296.0,858888564.0,817957115.0,872690975.0
total_assets,5616375070.0,6334995627.0,6961128668.0,8225800130.0
total_debt,4150789606.0,4800743519.0,5223813267.0,5120249064.0
roa,0.057622356585241376,0.03115497730713745,0.03144221324426179,0.036729212140485114
roe,0.22081876147756335,0.12864029571296487,0.12598362508039704,0.09728616647387629
debt_ratio,0.7390513550584505,0.7578132332939651,0.7504261903696218,0.622462129285896
current_ratio,0.2797258893679764,1.1264660855203557,1.1537132914042356,1.6043705938475392
gross_margin,0.6323656853262478,0.3605127975600802,0.42828729963428464,0.49367993750594247
net_profit_margin,0.4537558189291379,0.2297930759269022,0.2675852902141453,0.34620176746986525
revenue_growth,0.0,0.20423684006648046,-0.0476562975869359,0.06691531743690504
