,2021,2022,2023,2024
cost_of_goods_sold,7744285829.0,10432358358.0,7462338061.0,6659444824.0
current_assets,1716469168.0,1820634684.0,1337462287.0,1435739906.0
current_liabilities,1489405963.0,1476561599.0,929049399.0,884640426.0
equity,649379859.0,883929123.0,963417728.0,971859124.0
financial_profit,30859052.0,-10584932.0,-2005731.0,18425189.0
gross_profit,520966645.0,233070801.0,419258372.0,546764565.0
net_income,103645257.0,-142592613.0,80110998.0,18445494.0
other_profit,-1012944.0,-3105755.0,5985873.0,-1313848.0
profit_before_tax,128106679.0,-137528994.0,83351106.0,23226937.0
revenue,8274084806.0,10676021975.0,7886782247.0,7208426390.0
total_assets,2224226822.0,2387773721.0,1892722128.0,1927949144.0
total_debt,1574846963.0,1503844599.0,929304399.0,956090020.0
roa,0.04659833069848665,-0.05971780815992991,0.042325810437188485,0.009567417303202475
roe,0.15960651622242567,-0.16131679485347153,0.08315292076502043,0.01897959647081525
debt_ratio,0.7080424295863473,0.6298103483483308,0.49098828890534324,0.49591039420073
current_ratio,1.1524521927806999,1.233023183884115,1.4396029839097932,1.6229643862104037
gross_margin,0.0629636578805934,0.021831240282736492,0.05315962313521194,0.07585075235817175
net_profit_margin,0.0125264919843269,-0.013356343152337882,0.010157627723330752,0.0025588794283297107
revenue_growth,0.0,0.29029641650013316,-0.2612620819375936,-0.08601173910412385
