,2021,2022,2023,2024
cost_of_goods_sold,4041082997.0,4041082997.0,4046000855.0,4510763115.0
current_assets,1021666291.0,1021666291.0,1272544988.0,1290552756.0
current_liabilities,1106211703.0,1106211703.0,985647787.0,944476422.0
equity,1993719290.0,1993719290.0,2048978570.0,2072690140.0
financial_profit,-83632155.0,-83632155.0,-28440518.0,-14623892.0
gross_profit,885795155.0,885795155.0,837303668.0,757204944.0
net_income,338664967.0,338664967.0,293547097.0,267025507.0
other_profit,3657791.0,3657791.0,1502411.0,45105755.0
profit_before_tax,413483641.0,413483641.0,364111011.0,336876020.0
revenue,4926878152.0,4926878152.0,4887887393.0,5273038460.0
total_assets,3677973680.0,3677973680.0,3110355205.0,3164306502.0
total_debt,1684254390.0,1684254390.0,1061376635.0,1091616362.0
roa,0.09207922526514654,0.09207922526514654,0.09437735488477754,0.08438673903151497
roe,0.16986592279999457,0.16986592279999457,0.14326508890720122,0.12883040346783337
debt_ratio,0.45792997355000103,0.45792997355000103,0.341239686481403,0.3449780738086035
current_ratio,0.9235721229754519,0.9235721229754519,1.29107476807027,1.366421358901853
gross_margin,0.1797883218687727,0.1797883218687727,0.17130175077255508,0.14359935922030048
net_profit_margin,0.06873824692874199,0.06873824692874199,0.06005602694947355,0.050639779896465995
revenue_growth,0.0,0.0,-0.007913887414522813,0.07879704175500835
