,2021,2022,2023,2024
cost_of_goods_sold,607303578.0,852321476.0,638276848.0,680599542.0
current_assets,217666051.0,314974859.0,403101143.0,273250330.0
current_liabilities,108510354.0,178517614.0,129321986.0,172959371.0
equity,434580706.0,533503062.0,600567229.0,613006750.0
financial_profit,598617.0,386344.0,-3595858.0,-3602939.0
gross_profit,180521138.0,260946505.0,263446930.0,192441647.0
net_income,82155914.0,121439056.0,125240867.0,82616221.0
other_profit,789416.0,1076591.0,599135.0,-415482.0
profit_before_tax,100622588.0,151631542.0,159876527.0,104122681.0
revenue,788120043.0,1113267981.0,901723777.0,873041190.0
total_assets,544077560.0,713007176.0,769875715.0,813952620.0
total_debt,109496854.0,179504114.0,169308486.0,200945871.0
roa,0.15100037207930428,0.1703195424782092,0.16267673412714415,0.10150003694318227
roe,0.18904639084460415,0.22762579008403142,0.2085376306804779,0.13477212281920223
debt_ratio,0.20125228836859216,0.2517563918599327,0.21991664719545023,0.2468766191820846
current_ratio,2.0059472942093617,1.7643909300737124,3.1170348945924786,1.5798527042515667
gross_margin,0.2290528449357048,0.23439684734811392,0.29215923625356505,0.22042676703489786
net_profit_margin,0.10424289387092774,0.10908339957008069,0.13889050083238516,0.0946303816432762
revenue_growth,0.0,0.4125614376742859,-0.1900209182428646,-0.031808617818003926
