,2019,2020,2022,2023
cost_of_goods_sold,2514952080.0,2922132802.0,1368819824.0,1166354221.0
current_assets,6063803455.0,4187241350.0,3856213993.0,3353883065.0
current_liabilities,5876128770.0,4032303775.0,3286819853.0,2328692229.0
equity,3280371246.0,3977420846.0,6548011548.0,7228748133.0
financial_profit,-148455113.0,-325150163.0,-433972835.0,-528701260.0
gross_profit,1827564880.0,2076444954.0,2212370854.0,1723029746.0
net_income,1116977977.0,1253858332.0,1361903402.0,866291362.0
other_profit,-7488722.0,-4817617.0,-10224786.0,2050200.0
profit_before_tax,1389755872.0,1540459717.0,1604421495.0,963389016.0
revenue,4342940475.0,4999229572.0,3581190678.0,2889383968.0
total_assets,13866320800.0,13878647735.0,15104924433.0,14438351768.0
total_debt,10585949555.0,9901226889.0,8556912885.0,7209603635.0
roa,0.08055330560360323,0.09034441654124166,0.09016287423620771,0.0599993251251835
roe,0.3405035263499563,0.3152440690959259,0.2079873243986527,0.11983974902172732
debt_ratio,0.7634288653555455,0.7134143814336101,0.5664982253274673,0.49933702619566206
current_ratio,1.0319384908578169,1.03842408301691,1.173235578907768,1.4402431644821707
gross_margin,0.42081278583492443,0.4153529907147861,0.6177752186140366,0.5963311782312762
net_profit_margin,0.2571939411626405,0.250810312657512,0.38029346227400185,0.29981870585363474
revenue_growth,0.0,0.15111630029882006,-0.28365148540932017,-0.19317784843178354
