,2021,2022,2023,2024
cost_of_goods_sold,213176211.0,223633946.0,169270584.0,195696859.0
current_assets,118762852.0,125775949.0,121817376.0,128467052.0
current_liabilities,107737562.0,117903584.0,110275412.0,127433116.0
equity,36382212.0,36831392.0,34964185.0,38983399.0
financial_profit,4921571.0,5869192.0,6014601.0,10651245.0
gross_profit,28675173.0,30863239.0,22650505.0,27922048.0
net_income,7056989.0,7525669.0,5586462.0,9533676.0
other_profit,637079.0,132440.0,293323.0,-9578.0
profit_before_tax,8220034.0,8420528.0,6326383.0,11477451.0
revenue,242087657.0,254497185.0,191921089.0,223620676.0
total_assets,144373369.0,154988571.0,145493192.0,166670110.0
total_debt,107991158.0,118157179.0,110529008.0,127686711.0
roa,0.04888012968652134,0.04855628354686876,0.03839672443230196,0.05720087422993841
roe,0.19396811276895423,0.2043275746949776,0.15977669721173252,0.24455733067298724
debt_ratio,0.7479991548856909,0.7623605936724199,0.7596850854712157,0.7661044382823051
current_ratio,1.102334689919937,1.0667695139784725,1.1046648912089305,1.0081135581743133
gross_margin,0.11844954573623719,0.12127143567422956,0.11801988576669654,0.12486344509574776
net_profit_margin,0.029150552685963664,0.02957073572346193,0.02910811953552431,0.04263324917236186
revenue_growth,0.0,0.05126047380432941,-0.2458812894138691,0.16516989959347295
