,2021,2022,2023,2024
cost_of_goods_sold,962020368.0,1266817095.0,1161352747.0,1219794082.0
current_assets,505531236.0,525346455.0,439843621.0,488058079.0
current_liabilities,382698968.0,408372221.0,336922722.0,377649585.0
equity,233858287.0,215558904.0,221917820.0,237073950.0
financial_profit,15220673.0,3004614.0,-35362273.0,-18807371.0
gross_profit,163159614.0,87595754.0,70215607.0,107563113.0
net_income,83544755.0,9628392.0,-39608671.0,15156131.0
other_profit,76707.0,-574232.0,605074.0,819918.0
profit_before_tax,106786925.0,11234553.0,-36081948.0,15501053.0
revenue,1125179982.0,1356402819.0,1231568354.0,1327357195.0
total_assets,950398613.0,947951457.0,877695491.0,911899094.0
total_debt,716540325.0,732392553.0,655777671.0,674825143.0
roa,0.08790496309362775,0.010157051744475561,-0.0451280329068023,0.016620403616718585
roe,0.3572452191955036,0.0446671040784286,-0.17848350799408538,0.06392997206146014
debt_ratio,0.7539366274306631,0.7726055459820872,0.7471585278999684,0.7400217276671622
current_ratio,1.320963154517835,1.2864402326719475,1.30547330969266,1.2923569848487984
gross_margin,0.14500756910906365,0.06457945440173846,0.05701316274646661,0.08103554446774217
net_profit_margin,0.07425012561234848,0.007098475368178957,-0.03216116334213635,0.011418276148343023
revenue_growth,0.0,0.20549853418917285,-0.0920334750498627,0.07777793306306413
