,2020,2021,2022,2023
cost_of_goods_sold,3111467760.0,5835008778.0,3098145980.0,1979159191.0
current_assets,1321975865.0,2430451915.0,1744350323.0,1816920222.0
current_liabilities,1023096214.0,1643209181.0,858786213.0,948724618.0
equity,2346510165.0,3489915860.0,4147585793.0,4768651497.0
financial_profit,-20389890.0,-11536905.0,71512525.0,-19387364.0
gross_profit,306872899.0,546256850.0,549941868.0,410659109.0
net_income,321629220.0,620899931.0,682314632.0,173050460.0
other_profit,7228927.0,3827301.0,2648694.0,3556684.0
profit_before_tax,353928650.0,695851201.0,774229713.0,214325809.0
revenue,3421254473.0,6389529795.0,3656259678.0,2403225044.0
total_assets,3919585184.0,5734083965.0,5570603364.0,7513241800.0
total_debt,1573075019.0,2244168105.0,1423017571.0,2744590303.0
roa,0.08205695370849733,0.10828232282433974,0.12248487056347529,0.023032728695088718
roe,0.13706704739546696,0.17791257895827894,0.1645088651696035,0.03628918156608164
debt_ratio,0.4013371173616519,0.39137342925183344,0.25545124612465586,0.3653004090724193
current_ratio,1.2921324963479925,1.4790885683348673,2.0311810979201175,1.9151186630217705
gross_margin,0.08969601689140415,0.08549249593099362,0.15041105294272264,0.17087834117960365
net_profit_margin,0.0940091485559601,0.09717458888537822,0.1866154737601217,0.07200759680498736
revenue_growth,0.0,0.8675985213684512,-0.42777327983334024,-0.34270942010481564
