,2021,2022,2023,2024
cost_of_goods_sold,846352793.0,1141789981.0,842466132.0,982364750.0
current_assets,503504504.0,558018507.0,660825540.0,607500865.0
current_liabilities,386899497.0,412838068.0,364537690.0,418159819.0
equity,518801313.0,612642985.0,689583537.0,746193717.0
financial_profit,1561274.0,1288104.0,1227819.0,-287846.0
gross_profit,208586747.0,274718829.0,276805001.0,222418832.0
net_income,89264823.0,116800487.0,126274753.0,116936294.0
other_profit,2488738.0,6810222.0,5424676.0,25502648.0
profit_before_tax,109619275.0,147993000.0,161293445.0,147213788.0
revenue,1055441387.0,1417274934.0,1119808512.0,1206792016.0
total_assets,910909406.0,1030889649.0,1098510173.0,1196612482.0
total_debt,392108093.0,418246663.0,408926635.0,450418765.0
roa,0.0979952807732891,0.11330066910003478,0.1149509181650519,0.09772277638668322
roe,0.17205974765911974,0.19065016634443305,0.1831174125028452,0.1567103706931909
debt_ratio,0.4304578374284566,0.4057142909580228,0.3722556650369773,0.37641155493144857
current_ratio,1.3013831961637314,1.3516643697693111,1.8127769998213354,1.4527958866368267
gross_margin,0.19762987274252114,0.19383594700617204,0.24718958467784893,0.18430585308081787
net_profit_margin,0.08457582211526446,0.08241201773769605,0.11276459470241998,0.09689846506243376
revenue_growth,0.0,0.342826756138946,-0.20988618006561033,0.07767712342590238
