,2021,2022,2023,2024
cost_of_goods_sold,112840992.0,115379231.0,115007928.0,120931847.0
current_assets,24489440.0,36387747.0,132679956.0,156442875.0
current_liabilities,175169242.0,108639223.0,193393561.0,196155823.0
equity,706007648.0,827011829.0,884364550.0,986350075.0
financial_profit,-114463931.0,-80482187.0,-71693268.0,-53920140.0
gross_profit,152984465.0,253333294.0,192768916.0,243193485.0
net_income,27557725.0,154204181.0,107691743.0,163603114.0
other_profit,-2955301.0,3433009.0,867469.0,-6786759.0
profit_before_tax,29184987.0,167811639.0,112727796.0,169584535.0
revenue,265825457.0,368712525.0,307776844.0,364125332.0
total_assets,1710047064.0,1622517227.0,1617620286.0,1540248072.0
total_debt,1004039416.0,795505398.0,733255736.0,553897997.0
roa,0.016115185119840655,0.09504008859438753,0.06657417932504835,0.10621867800007219
roe,0.03903318197482189,0.18645946235915328,0.12177302109181107,0.16586718868551817
debt_ratio,0.5871413934371107,0.49029087935841065,0.45329286628394816,0.3596160950104406
current_ratio,0.1398044526561347,0.33494115656552514,0.6860619108202883,0.7975438740862666
gross_margin,0.575507202081101,0.6870753685408436,0.6263268980690438,0.6678840048403993
net_profit_margin,0.10366849477474989,0.4182233326627567,0.3499020316161277,0.4493044004969146
revenue_growth,0.0,0.3870474602438094,-0.1652660999243245,0.1830822854236558
