,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.08002426836794481,0.21454195062672654,0.04693943522230032,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
current_assets,0.3492598661604448,0.593802821595406,-0.27977369255240536,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
current_liabilities,-0.05082409713166516,-0.4176430840334086,-0.32547439168672204,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
equity,1.9787010578316675,2.200064695724179,2.65447108927727,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
financial_profit,-0.7528539241237331,-0.692672086351785,-0.5736589855076699,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
gross_profit,-0.15379649088352956,0.296602659320393,-0.0493670130024378,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
net_income,-0.43356988472829155,0.01469940575138419,-0.261077723601974,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
other_profit,-0.6338663051608784,-0.7968224918162725,-0.5215076960750494,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
profit_before_tax,-0.382592109058562,0.20740430678924257,-0.19798925726512795,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
revenue,0.5483444899621469,1.2496157384782345,0.5320060298399826,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
total_assets,3.2026018784505914,2.6191200048902066,2.952686077795032,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
total_debt,0.6019846243307916,-0.3194158446015143,-0.2362186191023577,-0.37039642928030503,-0.37308003975821896,-0.2854150824211608
roa,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,-0.24218629778607387,-0.13133731734275933,-0.03488142297745877
roe,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,-0.18184812810775286,-0.0968631518164241,-0.011452409107270778
debt_ratio,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,0.4627310360143605,-0.23857721035241555,-0.012097781633309625
current_ratio,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,4.056850660251991,4.102085158806797,3.609550001897785
gross_margin,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,0.6710004001367081,0.18799874143625148,1.1682675346769
net_profit_margin,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,0.04860591013473369,0.035188447206715406,0.5337975809283986
revenue_growth,-0.6219161962881326,-0.7384711537675418,-0.53443360762012,-0.37039642928030503,0.6184658091604643,-1.8282025147311147
