,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.292217178218704,2.4326870488226957,2.4058199391163284,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
current_assets,0.6786191652695237,0.47582044490364234,0.3771812843183172,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
current_liabilities,0.45995906843161083,0.2443216053169225,0.04924195512350227,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
equity,-0.13848941877712756,-0.10192444554549508,-0.0362565783301641,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
financial_profit,-0.7059353454339669,-0.6589353792846963,-0.6340678880961974,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
gross_profit,-0.31972735384639345,-0.25163110242822234,-0.08318423164590187,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
net_income,-0.5849602640383674,-0.5581279729948703,-0.4497768329788606,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
other_profit,-0.6558850632103408,-0.61276820172493,-0.6112174274313431,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
profit_before_tax,-0.5659487329436419,-0.5337822283969236,-0.41002577642951205,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
revenue,2.676114302697767,2.83940900879773,2.9831996198690724,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
total_assets,0.9854403966237425,0.7577687788252486,0.6303594572975924,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
total_debt,0.4682630968518226,0.24812687678801287,0.055629841072682804,-0.3863514599660243,-0.3711362084466394,-0.41552318953810696
roa,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,-0.2414534868591142,-0.24384732880621307,-0.03936570302599394
roe,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,0.0734388184254187,-0.029129137607282904,0.3969309577889915
debt_ratio,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,1.9169057644704075,1.6766316776199486,1.139923776932638
current_ratio,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,3.6359121091985664,3.772810036914515,3.9196724274270083
gross_margin,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,-0.047253931199742756,-0.030939983421770102,0.009823105598508916
net_profit_margin,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,-0.3149802944772194,-0.32062841975133904,-0.28560740766068843
revenue_growth,-0.6556667185490476,-0.6115663475827308,-0.6109861945550737,-0.3863514599660243,-0.37126234358818666,-0.15509888260318053
