,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.8804731444110285,1.6831052113004128,2.0562649834973357,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
current_assets,1.0924572555447378,1.3083193784514353,0.9871417326024206,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
current_liabilities,0.35458590570398246,0.47087058440809565,0.0827868600527993,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
equity,0.5885557624494181,0.7324117865740002,0.8363274788092231,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
financial_profit,-0.7418104014822176,-0.757684598116972,-0.6874454026667179,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
gross_profit,-0.40419809020962955,-0.5564273922859686,-0.48665893324093523,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
net_income,-0.6422169585551775,-0.7228650283373679,-0.7042552678617313,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
other_profit,-0.7218581792685307,-0.7113354340882623,-0.666823163400766,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
profit_before_tax,-0.6196061351528168,-0.721778681938235,-0.6934967489734761,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
revenue,2.225834794661103,1.8507609973813952,2.246434849963195,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
total_assets,1.710128986724628,1.9748502584400525,1.6403407438411157,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
total_debt,0.3910833225796683,0.5183552776592225,0.12718446532509808,-0.32943612601208244,-0.26359060297763953,-0.2827158838871842
roa,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,-0.23443038333260569,-0.2624480827952015,-0.30686660439658336
roe,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,-0.15364781534757896,-0.26147347522821657,-0.3196990526541274
debt_ratio,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,0.8776821389120943,0.9016949013448892,0.4252680803601248
current_ratio,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,4.0835864644912805,4.041757373057468,4.186895251375254
gross_margin,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,-0.03951743604631355,-0.09876781246373276,-0.14997896455722573
net_profit_margin,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,-0.25100333051980556,-0.2623930214110422,-0.3018593210607129
revenue_growth,-0.7304899153437422,-0.7240831942068298,-0.6768287997067945,-0.32943612601208244,-0.8952826467724889,-0.14116878242051845
