,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.202848135256254,1.984735787371852,2.110354531566001,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
current_assets,1.1041882143832906,1.3545142061547017,1.2292613262951129,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
current_liabilities,-0.2702722149739796,-0.16938780941398243,-0.18579928878980193,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
equity,0.876525865601272,1.0327804271903098,0.9330849028227719,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
financial_profit,-0.6175790140129813,-0.61895751779642,-0.6111334596667073,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
gross_profit,-0.4277291244387103,-0.4925298470433722,-0.5012857209193023,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
net_income,-0.6270998899834288,-0.7703752229789569,-0.7227273157022823,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
other_profit,-0.6164641812929629,-0.632500755753174,-0.6175113821333513,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
profit_before_tax,-0.6270998899834288,-0.7703752229789569,-0.7227273157022823,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
revenue,2.4452209339280677,2.196526992582317,2.3142343688862432,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
total_assets,1.2360070448498819,1.4981319253924381,1.3784917760162316,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
total_debt,-0.2702722149739796,-0.16938780941398243,-0.18579928878980193,-0.24906528094782912,-0.225936514792023,-0.24591435849358284
roa,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,-0.24774196729487521,-0.29220552450306186,-0.29476939215930104
roe,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,-0.24742615178213273,-0.3106990885129554,-0.3086800819755259
debt_ratio,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,-0.06978960255185786,0.001424968860047032,-0.00815109939377586
current_ratio,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,4.239002776752592,4.228670865647739,4.2351768971681665
gross_margin,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,-0.18793405091680498,-0.17359477136579662,-0.19859423763083678
net_profit_margin,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,-0.2482623518851421,-0.27585879318834794,-0.27924854378433306
revenue_growth,-0.6297533806227564,-0.6347393076161106,-0.6312061619832617,-0.24906528094782912,-0.46649947943334824,-0.19476124030139952
