,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.8335459325148755,1.876328831365443,1.8745357353590666,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
current_assets,-0.07991344426559321,-0.08437077070389397,-0.11043878416027005,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
current_liabilities,0.11957569899917646,0.40892199034958726,0.23097071404271,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
equity,0.5981545117702058,0.37117421742671036,0.4205192494448025,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
financial_profit,-0.7005277144649185,-0.7203166497151187,-0.7148225900042658,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
gross_profit,0.20225584669620994,0.11631984950129327,0.1835305246172031,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
net_income,-0.5635953526089096,-0.6155833546149396,-0.5919074870401572,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
other_profit,-0.6594778205442541,-0.6450763752502744,-0.6411511758596082,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
profit_before_tax,-0.5310486694754143,-0.5931711657112789,-0.5655949093246346,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
revenue,2.795116962232824,2.6941503180639734,2.753621878724978,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
total_assets,1.5637554705227352,1.5874052121465532,1.5674518509209305,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
total_debt,0.27267066123634603,0.5147293575226055,0.45272663094374266,-0.4503740124563954,-0.5094256747719318,-0.45402237075275437
roa,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,-0.15015828019833882,-0.287684851621198,-0.20090228622356973
roe,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,0.07437274736537314,-0.036268675198396515,0.059531117128616785
debt_ratio,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,1.7910047511005593,2.629464603351247,2.3838665670960517
current_ratio,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,3.5017857666749284,2.7736187643870895,3.0769912616730206
gross_margin,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,0.8939985658968119,0.9133077462548063,0.9706105470246404
net_profit_margin,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,-0.2561413889061945,-0.3599568553593716,-0.2879842035269155
revenue_growth,-0.6929302975161834,-0.7015016371972371,-0.6942059482377853,-0.4503740124563954,0.4806273654490042,-0.5538445541387926
