,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.15101201102784179,0.194182083855825,0.09314300436825484,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
current_assets,0.026826088906736937,0.09489943652644195,0.17250491364669834,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
current_liabilities,-0.09090690397077308,-0.20590396728819016,-0.21529169619622712,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
equity,2.514221411893795,2.601625668847443,2.6169773663174176,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
financial_profit,-0.47638588427611867,-0.36462809904407395,-0.47415342949856343,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
gross_profit,-0.3686489291392881,-0.4290365006622512,-0.349138795864192,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
net_income,-0.25909471330083067,-0.27087729538078775,-0.28573161306760936,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
other_profit,-0.48425236627395707,-0.5231912542912033,-0.46731376074550707,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
profit_before_tax,-0.215802065505114,-0.25086614424786746,-0.2464035969916896,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
revenue,0.3776815519197412,0.3370563391920481,0.3104996716140651,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
total_assets,3.0510594854306303,2.9968257246639265,2.9969245038073944,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
total_debt,-0.058480396494352466,-0.1767107001819906,-0.18654832562002513,-0.4056722358670349,-0.3317130712056198,-0.3287696860103139
roa,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,-0.07655802435530591,-0.12415356973076302,-0.1605241505254284
roe,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,-0.019738994534027242,-0.09830621347359086,-0.14044406408270912
debt_ratio,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,0.11981424670547672,-0.05922666255259583,-0.10108934328350423
current_ratio,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,3.996694242678245,4.151149415348951,4.164421136609128
gross_margin,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,0.42582390295774936,0.05505280150629637,0.20046116258864008
net_profit_margin,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,0.8277036928193162,0.4831955968206573,0.35484813209785937
revenue_growth,-0.5953184700311874,-0.5719107559984743,-0.5664954631100023,-0.4056722358670349,-0.427154513451517,-0.37243664128021853
