,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.4924231722095112,0.9483222573322487,1.11878759303738,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
current_assets,-0.03260981892315825,0.05971581328214102,0.05498572246747906,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
current_liabilities,0.04770498017550269,0.3125264913131435,0.2363169396568646,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
equity,-1.5467697466766575,-1.6985915563512195,-1.6613915164339683,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
financial_profit,-0.557824971859425,-0.4416711084908608,-0.5007359987803008,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
gross_profit,-0.059301430980400985,-0.31837478901907346,-0.2818859322137875,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
net_income,-0.31196728902786386,-0.5293697568105995,-0.4022706602994017,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
other_profit,-0.5489680867020658,-0.4041565770954836,-0.44357069223655815,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
profit_before_tax,-0.2590944062653316,-0.5206365719073162,-0.3934896013246624,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
revenue,1.9956749329740842,1.0762828578585029,1.337848358626842,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
total_assets,1.3671940602013082,1.6940222499499595,1.6407941002220943,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
total_debt,2.351410656627532,2.946278416755851,2.8012389188528135,-0.34798931286728213,-0.23777444314711954,-0.37086466895440917
roa,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,-0.011075560540606905,-0.3346073989653224,-0.24746044206814427
roe,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,-1.0085739606734787,-0.07226744686771823,-0.5986220603727541
debt_ratio,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,3.5698473740453385,3.718621367809886,3.758845793645155
current_ratio,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,1.9051002433587585,1.426723944980389,1.648823084660955
gross_margin,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,0.16240826216646156,-0.028007574705789018,-0.05177231637457071
net_profit_margin,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,-0.0938452910818053,-0.3738933666486524,-0.22712931060702068
revenue_growth,-0.5625531502504336,-0.4463353895453277,-0.5009467473678276,-0.34798931286728213,-1.4832762078373583,0.16769127856928884
