,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.8545697362318148,2.8525038348961593,2.8612762451207345,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
current_assets,-0.2519393579159323,-0.26473724055005887,-0.2881057002284477,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
current_liabilities,-0.21534580116370824,-0.25040252788587625,-0.2741022991169095,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
equity,-0.35023754646569,-0.3394902311908235,-0.3284047962004615,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
financial_profit,-0.39581233685559924,-0.38791172887391745,-0.37890065617382485,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
gross_profit,-0.2926770916907879,-0.27747972292591777,-0.28241132591435064,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
net_income,-0.3896952055837984,-0.3799603144954313,-0.37693702477871327,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
other_profit,-0.3941123884464719,-0.3844191549039483,-0.3773040103260103,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
profit_before_tax,-0.3896952055837984,-0.3799603144954313,-0.37693702477871327,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
revenue,2.9591015223457457,2.9666730682349867,2.961828474060615,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
total_assets,-0.16227103898381007,-0.19719357990589545,-0.2192592970245568,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
total_debt,-0.2070149666893505,-0.24519319111366877,-0.26959051130100353,-0.38252881746443734,-0.41595075895903044,-0.35513901803877945
roa,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,-0.2896162365806902,-0.2580439726089583,-0.30791930145492263
roe,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,0.10070384092299073,0.21007662977502523,-0.20552122480248605
debt_ratio,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,2.921210491462635,2.568247878957336,2.5097084027389376
current_ratio,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,2.874431733467338,3.1575735761298644,3.270585296339863
gross_margin,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,-0.2577727747832466,-0.28505915469795007,-0.2344380708323422
net_profit_margin,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,-0.3760824274513411,-0.40699201960579606,-0.35288477470780916
revenue_growth,-0.3949814741712304,-0.3874898423985968,-0.3787360104769082,-0.38252881746443734,0.005606169558843404,-0.4178621108158858
