,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.947626248348066,1.814923203697342,2.0311173686157176,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
current_assets,0.44157488502192116,0.47618071091530634,0.26287973200076725,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
current_liabilities,0.14672035964521735,0.20136301555136446,0.02740407233708276,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
equity,0.8147866435731175,0.9080734813027438,0.9030220583615745,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
financial_profit,-0.7058607096795221,-0.7061979394414251,-0.6313247636691033,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
gross_profit,-0.12881525860469717,-0.20447853957361492,-0.24046589537941887,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
net_income,-0.6600918043187713,-0.7381634547314068,-0.7573327261995187,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
other_profit,-0.6908019013674256,-0.6801371558813484,-0.6261818362061587,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
profit_before_tax,-0.6507915066625627,-0.7379573668704774,-0.7573327261995187,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
revenue,2.5118991542271707,2.432033641178617,2.585803855234353,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
total_assets,1.6666229246305102,1.810291100126196,1.582653782175283,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
total_debt,0.15874811657359073,0.21744907943635866,0.04714739320311269,-0.3316242638252251,-0.28353578059911205,-0.27151498925120354
roa,-0.693088164483802,-0.6847685393870937,-0.632484330610596,-0.28607506384247083,-0.3541133624291282,-0.4532859818457521
roe,-0.693088164483802,-0.6847685393870937,-0.632484330610596,-0.26034317886692165,-0.3940899181665373,-0.5337397877846871
debt_ratio,-0.693088164483802,-0.6847685393870937,-0.632484330610596,0.8442769848091425,0.9090185555278864,0.7179837740578773
current_ratio,-0.693088164483802,-0.6847685393870937,-0.632484330610596,4.06946508318937,4.037251008829157,4.1044272977308625
gross_margin,-0.693088164483802,-0.6847685393870937,-0.632484330610596,0.24187971301246497,0.22467293429263044,0.1213325005116263
net_profit_margin,-0.693088164483802,-0.6847685393870937,-0.632484330610596,-0.2980881085736593,-0.3400344820491213,-0.3966274186682076
revenue_growth,-0.693088164483802,-0.6847685393870937,-0.632484330610596,-0.3316242638252251,-0.6802753688155422,-0.30191051298727706
