,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.4121602055873774,2.293404958381767,2.274750808133209,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
current_assets,0.438940984013943,0.6332759342122701,0.6652442184863036,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
current_liabilities,-0.3951628662182549,-0.31886041746647303,-0.2774075550199931,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
equity,0.5167066173557953,0.5836003153822312,0.5249420267282713,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
financial_profit,-0.5874067602125908,-0.6246442945699646,-0.62895030307511,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
gross_profit,-0.09469702550788778,-0.08589337547616967,-0.056117769083031975,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
net_income,-0.42034151185581886,-0.45004550593899995,-0.45834745613145733,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
other_profit,-0.5890706584835076,-0.6313568615051443,-0.6386003366408683,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
profit_before_tax,-0.37715742896268434,-0.4012518742738746,-0.4125564138225826,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
revenue,2.9070263042225184,2.837835569258319,2.8549764741128176,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
total_assets,0.7111068752805696,0.8950638739315618,0.8838779067709186,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
total_debt,-0.3951628662182549,-0.31886041746647303,-0.2774075550199931,-0.26484511919440706,-0.26935008680925876,-0.28943922675858935
roa,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,-0.15412704755796838,-0.13831921511260417,-0.14362581141453704
roe,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,-0.1346710135766935,-0.10469986873315296,-0.0985570765680443
debt_ratio,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,-0.13765319972181345,-0.042970638528697994,0.004599250249794494
current_ratio,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,4.237502277196361,4.228576487451122,4.22652676784154
gross_margin,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,-0.14440453024309172,-0.09530831594377324,-0.08247208268570008
net_profit_margin,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,-0.22365993656950167,-0.21171926048664177,-0.2259478619744265
revenue_growth,-0.5895631241430291,-0.6303239863527214,-0.6363434350626405,-0.26484511919440706,-0.40335814693514727,-0.20725246434555453
