,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.007568944369987,1.8520367727686269,1.6219263117928857,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
current_assets,1.4145446014081422,1.4701103619028935,1.5814062879523332,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
current_liabilities,0.3626663434505676,0.4540953643047224,0.6832730282493474,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
equity,0.4929322362608508,0.4829996034528804,0.19284164484413938,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
financial_profit,-0.6507021221567524,-0.6581222508292572,-0.6978623290744288,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
gross_profit,-0.677916651124353,-0.6659995914823265,-0.6313708271207343,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
net_income,-0.6600568893954321,-0.6505891020004297,-0.6450327853069304,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
other_profit,-0.7080821629623939,-0.712799129092448,-0.7387216374312059,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
profit_before_tax,-0.6473233819666862,-0.6247477311966372,-0.6190788310744819,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
revenue,2.037785497362334,1.9198249321004535,1.7376201603291865,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
total_assets,1.5932907269740915,1.7432461963497388,1.8421790128813547,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
total_debt,0.39222528659654105,0.5264588404999742,0.9022726935577812,-0.299362316267422,-0.3114040285971018,-0.38243240050992205
roa,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,-0.25276451802021654,-0.23178475353472677,-0.27864989721305083
roe,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,-0.21007385252763758,-0.1493217663546851,-0.09653349145816334
debt_ratio,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,0.7671562645998586,0.8946241899874616,1.2952034873565228
current_ratio,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,4.1225156400163065,4.086560273151425,3.904961394068859
gross_margin,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,-0.2748158998856596,-0.250848999999135,-0.25980145017810086
net_profit_margin,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,-0.2603075227061648,-0.23708284055927148,-0.2742825910249381
revenue_growth,-0.7081332041166997,-0.7337877523968842,-0.747064675657035,-0.299362316267422,-0.37529775952584593,0.2982913545679356
