,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,-0.20021636305302795,-0.17808391218553773,-0.14285891508702972,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
current_assets,-0.3875895123331013,-0.3553886677936862,-0.3295752507765781,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
current_liabilities,0.18622643866410957,0.4138120204931326,0.17269519589461663,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
equity,1.3234336424577309,1.4227575453209016,1.6217040231041722,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
financial_profit,-0.7072654598801349,-0.681620951123405,-0.6549171788816976,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
gross_profit,-0.19136221615637616,-0.31818413221702785,-0.27616843660751766,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
net_income,-0.3823404938305373,-0.5101144563409671,-0.4287614370148655,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
other_profit,-0.5414760826094093,-0.5137548907578959,-0.5348230751843471,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
profit_before_tax,-0.3823404938305373,-0.5101144563409671,-0.4287614370148655,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
revenue,0.1490715433295479,0.017690165729578145,0.11567739120039122,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
total_assets,3.3912468100055415,3.3737124807969634,3.3925655433157016,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
total_debt,1.5271630450088587,1.4369967253439178,1.236156777316591,-0.5159871770612948,-0.26670022997866244,-0.5738035098876226
roa,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,-0.26891399807879074,-0.26031411743127614,-0.38193944535904156
roe,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,0.005162297440487178,-0.25388105271450023,-0.22437901695500212
debt_ratio,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,2.7112402317587407,2.97466705567542,2.6332390319946994
current_ratio,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,0.7761932947173007,0.8372508195729809,1.4886017063837826
gross_margin,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,2.5916483552246126,2.1117889101088667,2.2534441194498984
net_profit_margin,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,0.8925031207344846,-0.2200018787625839,0.5847492856358971
revenue_growth,-0.5406501225389521,-0.5139582101321437,-0.5347047428949386,-0.5159871770612948,-1.9891069767049578,0.5319264375012382
