,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.9760929466256377,0.7867047416227202,1.8460907625462268,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
current_assets,-0.017920075120287274,-0.09479840563250842,0.05099602539356435,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
current_liabilities,-0.28065929561523467,-0.3644215028199256,-0.38496535460663417,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
equity,2.359189186425097,2.5277873375232787,1.5851613037027124,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
financial_profit,-0.5766749364565786,-0.5466120279545661,-0.6307466260675494,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
gross_profit,-0.338730872060878,-0.31262109858785697,-0.17391902283740776,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
net_income,-0.5252192048645561,-0.4846525870426825,-0.5023964016501046,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
other_profit,-0.5920255610563814,-0.5520876031087334,-0.6332350343949302,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
profit_before_tax,-0.5136939269555114,-0.47305639390521476,-0.4836425071316783,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
revenue,1.222493651143056,1.0259467342181596,2.304344310664496,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
total_assets,2.663650308686361,2.7152214161176262,1.832348946933943,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
total_debt,-0.28065929561523467,-0.3644215028199256,-0.38496535460663417,-0.27536507367058455,-0.24863059744131555,-0.28260907110547606
roa,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,-0.23080565391092728,-0.21091105372922545,-0.19662679759768167
roe,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,-0.2261979146543235,-0.20861535643755813,-0.1870414377563147
debt_ratio,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,-0.048881998200456356,-0.1434280298587252,-0.1188119658233151
current_ratio,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,4.226864266721229,4.222929898370831,4.230723136423809
gross_margin,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,0.05404701842869675,0.029410080882509036,-0.027769830243488364
net_profit_margin,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,-0.19527976066661987,-0.17052660926697089,-0.21044708417402003
revenue_growth,-0.5851204178764985,-0.5518555868014816,-0.6321530068494291,-0.27536507367058455,-0.5352917606650728,-0.09871716756327607
