,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.3585614186895199,0.35135490407004205,0.2206223358836613,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
current_assets,-0.07604963374661906,0.01945959837687275,0.051890627700467394,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
current_liabilities,-0.15533999763975637,-0.12618623625156075,-0.02336468610547061,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
equity,1.5483794473362786,1.5168372930598717,1.2170697881462311,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
financial_profit,-0.5897274582406913,-0.6820075020856364,-0.6778221647174714,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
gross_profit,-0.4065337310172972,-0.28087512333481707,-0.25112516832457743,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
net_income,-0.49087717038143214,-0.4446310162477064,-0.41602282217650716,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
other_profit,-0.5895009423575683,-0.6255473379395072,-0.6342657729746697,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
profit_before_tax,-0.4841533874120906,-0.4177732973555802,-0.3729162876743187,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
revenue,0.5442805558790017,0.7005661472807697,0.6083872906026839,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
total_assets,3.313681645940583,3.273165397925741,3.3028688160675017,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
total_debt,1.1730493303975253,1.1262417383203247,1.4469089048776709,-0.375152159845068,-0.4407450396110665,-0.4762514360066139
roa,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,-0.28073349526630426,-0.28107740257813585,-0.2670074313867156
roe,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,-0.2028698308901596,-0.15045852514213112,-0.0318509828000965
debt_ratio,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,1.2690039815738645,1.071364251968252,1.482048142875124
current_ratio,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,3.922931235215122,3.8910661053687554,3.677026098318281
gross_margin,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,0.2193088839390884,0.4411718397436891,0.6742899069917256
net_profit_margin,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,-0.05066269658572672,0.027613889186699655,0.18502040026812772
revenue_growth,-0.592252868206779,-0.6300863665455447,-0.6388901230436002,-0.375152159845068,0.28926031678566894,-0.004508902187080052
