,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.871196212014615,2.8660888573404364,2.8676536341872847,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
current_assets,-0.10484786584638327,-0.09285722645479828,-0.10655837461225531,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
current_liabilities,-0.18889811061085918,-0.171021185976153,-0.18329204285927683,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
equity,-0.3177519517651354,-0.32929251957840155,-0.32673015831687313,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
financial_profit,-0.42346875848259224,-0.4248729604498696,-0.4193371710696821,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
gross_profit,-0.36309765861833887,-0.3614637454879183,-0.35661211177645935,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
net_income,-0.40707274617426387,-0.40852717082915735,-0.40554603143615015,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
other_profit,-0.4104945276535343,-0.41815539371292976,-0.4143170284969608,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
profit_before_tax,-0.4037997626679609,-0.4056489701841474,-0.4016575740213508,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
revenue,2.9254560453761025,2.9260474592541024,2.928678137546347,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
total_assets,-0.09303794527852859,-0.08215333015614514,-0.09519436199128395,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
total_debt,-0.18889811061085918,-0.171021185976153,-0.18329204285927683,-0.3424435461456026,-0.37779842183291257,-0.3564729839553141
roa,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,-0.2815806946492624,-0.2897720964305353,-0.26805456380112425
roe,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,-0.13890688265940102,-0.04497318115316924,-0.03567580968923652
debt_ratio,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,1.7490015433837418,1.8805107992960213,1.8491350047560575
current_ratio,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,3.7571586936259873,3.663647973932641,3.6974435737340734
gross_margin,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,-0.2973062780895914,-0.32574441576308155,-0.3034577520069454
net_profit_margin,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,-0.33660028171864204,-0.3689540356690185,-0.34802033357020046
revenue_growth,-0.413612117097466,-0.4181603753984094,-0.41482783918486604,-0.3424435461456026,0.018866017782093063,-0.31369431195885555
