,2021,2022,2023,2024,2021,2022,2023,2024
cost_of_goods_sold,0.0024590647806858722,0.35694309659703627,0.5085450379625198,1.3406724900137974,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
current_assets,-0.07280674887282121,0.25608029202148314,0.2979037008010453,0.7040810816757245,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
current_liabilities,-0.20713252338144028,-0.07702081390804137,-0.12911417308746184,-0.09178887184929706,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
equity,2.7469269052168963,2.483691822501593,2.44580404173978,1.6279091571799345,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
financial_profit,-0.4481348929376276,-0.55228540272636,-0.5589265538720382,-0.7090537146355455,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
gross_profit,-0.3854214086231124,-0.39288277479526995,-0.4062073391746324,-0.2021492286288071,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
net_income,-0.42631912173255015,-0.4932742896341454,-0.4974311202433355,-0.4459835896656152,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
other_profit,-0.4572561765830499,-0.5799988954067415,-0.5825442397127368,-0.7449663001873424,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
profit_before_tax,-0.4180076402992458,-0.47245456860151247,-0.4743374584067131,-0.36944549725388215,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
revenue,0.07502735997900892,0.5363375347070094,0.7225867358277945,1.8917466339128286,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
total_assets,2.9967938278355826,2.9724687078336456,2.902546190679366,2.27701254767116,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
total_debt,-0.20713252338144028,-0.07702081390804137,-0.12895372249206047,-0.09178887184929706,-0.2805419543942186,-0.3207969514245716,-0.2879168590111235,-0.34474047681419967
roa,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,-0.25453432935100606,-0.26580012785288515,-0.22894232847891555,-0.14599375246560128
roe,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,-0.2525060538784129,-0.25698515212108713,-0.22005690720908466,-0.09153280375094855
debt_ratio,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,-0.06873046317618459,0.049858210468430655,0.01725766927272232,0.09270739968793118
current_ratio,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,4.221167135263705,4.190969530312158,4.222542805379069,4.182816561575657
gross_margin,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,0.11335566919406802,0.10016952768201645,0.031839318891880165,0.07146553238310208
net_profit_margin,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,-0.11170655092732758,-0.14423657358186584,-0.13067450414512874,-0.11690873876637756
revenue_growth,-0.4569994460001266,-0.5657976992400937,-0.5856958714316468,-0.7408922623405225,-0.2805419543942186,0.17558800218809323,-0.23696374557705963,0.14433152310663344
