,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.096107933988663,2.074336206059658,2.2423128462410125,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
current_assets,0.7168078135107936,0.7614274397598209,0.5743226708863761,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
current_liabilities,-0.2619651282740213,-0.17526452244233404,-0.17318999208753905,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
equity,0.47150524554404843,0.44151145500070327,0.3333776223247612,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
financial_profit,-0.6629084723877763,-0.6374175491625186,-0.5616164948930593,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
gross_profit,0.080972560041474,0.07109080987962726,0.023088285914218444,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
net_income,-0.494811172717117,-0.5795108883371353,-0.7266945711156625,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
other_profit,-0.5012532447837278,-0.6362864416572518,-0.5784550619525926,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
profit_before_tax,-0.4549580137839427,-0.561053587521089,-0.7198724695499261,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
revenue,2.976949511512524,2.959749207361955,2.9996933570229665,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
total_assets,0.861877120877848,0.9011743557346144,0.7268482687272618,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
total_debt,-0.2619651282740213,-0.17526452244233404,-0.17318999208753905,-0.2879893300063999,-0.27809289469210735,-0.2399064063906341
roa,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,-0.15420014620962383,-0.22475533241858095,-0.42924443321218075
roe,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,-0.10772784583335618,-0.20197902891470979,-0.5120175319186784
debt_ratio,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,0.043559688226444265,0.16432557596661454,0.2256133404516056
current_ratio,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,4.2225386777696805,4.213187169435311,4.197836572859523
gross_margin,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,-0.02813939526261419,0.012289229296336617,0.013161983182255931
net_profit_margin,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,-0.23216968860733284,-0.2553003231447563,-0.30857890061772203
revenue_growth,-0.6523370036078208,-0.6349274231762452,-0.5666606384900397,-0.2879893300063999,-0.3706525539149261,-0.3078941540571939
