,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,-0.4426949389420213,-0.47444109387198363,-0.4599234075642707,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
current_assets,0.57464581397201,0.5548111478001859,0.38047011700975786,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
current_liabilities,-0.21939247446022017,0.0028099095016096928,0.8397525352958138,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
equity,0.12468866223868737,0.2453314972176774,0.0014446328719730514,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
financial_profit,-0.38155883188465495,-0.34336526809175133,-0.4382490517654849,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
gross_profit,-0.34411300848466525,-0.396810099026069,-0.4222653066810968,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
net_income,-0.2842200791580366,-0.28856039990723714,-0.3891786202840215,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
other_profit,-0.5107162160146217,-0.5287131825895667,-0.5279112727797907,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
profit_before_tax,-0.2402087117553163,-0.25078042262634737,-0.36550072682523416,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
revenue,-0.2735298327588343,-0.34059519020217965,-0.3532733697911694,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
total_assets,3.1140065979679634,3.155446310290162,2.9837009295095402,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
total_debt,2.4760398219546755,2.379458810376611,2.453340952183369,-0.41073567893165996,-0.48788939241665075,-0.6470146126619076
roa,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,-0.3361711302142549,-0.3674826616422688,-0.5177441182668263
roe,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,0.013215626148376585,0.0840676672730756,0.20915414397155754
debt_ratio,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,0.5623676763861312,0.959462012499521,2.1118717729219174
current_ratio,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,3.9603434695769266,3.242389132920923,1.5120691556485575
gross_margin,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,0.42241545482707316,0.8031626576896912,1.3260997754200508
net_profit_margin,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,0.7173927293873265,1.8473186022417094,1.9382309883776747
revenue_growth,-0.5132781146678522,-0.530656002695873,-0.5289153444541981,-0.41073567893165996,-0.7142447019828424,1.1844936338699597
