,2020,2021,2022,2023,2020,2021,2022,2023
cost_of_goods_sold,0.8913547469413777,0.47033942535014234,1.0748646356193061,0.4114246938778494,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
current_assets,1.8662086438734506,2.0522615770490953,0.9108720643536806,0.6693658535020437,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
current_liabilities,0.3671145083632222,0.4971806481487795,0.3858614843892824,0.973181132639735,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
equity,1.0417327211116467,1.0274097912270768,0.9942055493700618,1.0208995148268598,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
financial_profit,-0.7211580779375467,-0.7171738178229867,-0.6802864302775693,-0.6073004551865752,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
gross_profit,-0.2866877299023409,-0.19617347434819632,-0.36301124801156426,-0.4581550449658568,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
net_income,-0.7075260323351686,-0.6177823901776287,-0.6225795709114,-0.6227731770230984,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
other_profit,-0.739295267811605,-0.7490606696506996,-0.7599516434662951,-0.7199479482876716,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
profit_before_tax,-0.6997844123510514,-0.5806640982300587,-0.5858333034412632,-0.5969930069900019,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
revenue,1.3493488592793121,1.0316815094895642,1.4752206430444612,0.6661071759241276,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
total_assets,2.318939736448025,2.4347578666309193,2.6358907060975576,2.9938954963032645,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
total_debt,0.5325252000026065,0.6498325417473203,0.8783179012907766,1.2601584544642694,-0.3037678074341476,-0.3261958292758202,-0.41306781397468306,-0.29388297221492804
roa,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,-0.2807013536767151,-0.23924453697706732,-0.2898105044205409,-0.1902086473548895
roe,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,-0.26420986443210953,-0.17068663684410842,-0.1746803118050226,-0.07222707264378575
debt_ratio,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,0.4891266888452475,0.5495499761735396,1.024200624919281,1.977260119985648
current_ratio,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,4.162580929314773,4.122266388671506,3.9224722095497424,3.2041119772977553
gross_margin,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,0.11220608005537638,0.2970308581180459,0.11916829900453445,0.4941816414341957
net_profit_margin,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,-0.27002098346265335,-0.17105791593302747,-0.2259036686206046,-0.015196638520518604
revenue_growth,-0.7446818422402754,-0.7575155584876182,-0.7633672554367191,-0.712837527012135,-0.3037678074341476,-0.47350818189904637,0.5813671190688079,-1.8713257136192676
