,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,2.478288453741699,2.53607270658998,2.420958500036924,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
current_assets,0.5990307227537693,0.5030398558612142,0.6054151274305029,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
current_liabilities,0.48905803067159476,0.41791277156975026,0.4933242793235883,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
equity,-0.46712750522649465,-0.47173234996467894,-0.47635944292904586,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
financial_profit,-0.6250516011016539,-0.6099858900826216,-0.6355979762237757,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
gross_profit,-0.3608323504921254,-0.34211707783053596,-0.27298054816290784,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
net_income,-0.579958343746666,-0.5641604924144955,-0.5865152013277278,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
other_profit,-0.6016421527546557,-0.5835627636290597,-0.5983334620067516,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
profit_before_tax,-0.571770793132691,-0.5578840177537432,-0.5777299079015177,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
revenue,2.7151439288315116,2.771081941615459,2.7540676315135832,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
total_assets,0.6196183588576837,0.5233067344610866,0.62305453108755,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
total_debt,0.48905803067159476,0.41791277156975026,0.4933242793235883,-0.38260743559899363,-0.4235109113565884,-0.35711335019998275
roa,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,-0.3349395894636762,-0.38484143732720316,-0.30590809291556764
roe,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,0.061833599330031,-0.019757546581992403,0.12803678811503777
debt_ratio,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,2.539239618104938,2.5441098579555415,2.518863851985202
current_ratio,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,3.221463611845954,3.1392142203576676,3.186047972936341
gross_margin,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,-0.14860878007556613,-0.19315235274969467,-0.03836057923848123
net_profit_margin,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,-0.3650917969547631,-0.4108016758759468,-0.3383824873366731
revenue_growth,-0.5976878255819381,-0.5771263128560152,-0.6060896871662872,-0.38260743559899363,0.40735987050068784,-0.864937251146066
