,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.266303042808957,2.2344427931461293,2.2079997245616765,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
current_assets,0.9448437388932556,0.9827079374523509,1.0996062892399314,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
current_liabilities,0.1582568634213968,0.2242135614819454,0.14044789464086127,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
equity,0.2052455657853915,0.17359393596114756,0.3598018138507989,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
financial_profit,-0.6737655348455627,-0.6702499250984484,-0.6745739940010934,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
gross_profit,-0.2549642195731411,-0.2704051586633294,-0.34437167183628237,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
net_income,-0.6310771127104954,-0.6470336170349045,-0.6576366726061464,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
other_profit,-0.648237034614061,-0.6454094085260855,-0.6403080676545221,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
profit_before_tax,-0.6240483448086345,-0.6414616776154488,-0.653503642476451,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
revenue,2.666469836188179,2.629329061385039,2.531985518640732,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
total_assets,1.0186334266998598,1.0630989243453317,1.1686071744069977,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
total_debt,0.1582568634213968,0.2242135614819454,0.14044789464086127,-0.3103860495584711,-0.31672770203116346,-0.26800461089171856
roa,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,-0.2780758877128929,-0.2916603434434021,-0.25626071265868716
roe,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,-0.24753031722801153,-0.2650803821083751,-0.24702233098803517
debt_ratio,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,0.7821891114178648,0.9045327159186395,0.6179865252827856
current_ratio,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,4.112068712615164,4.079805716149732,4.130605711630948
gross_margin,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,-0.03952811088032249,-0.03230231107520996,-0.06429308773773869
net_profit_margin,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,-0.29410486395167856,-0.3035771188704083,-0.261263731586679
revenue_growth,-0.6551310129523631,-0.6652914269022389,-0.6683574659153375,-0.3103860495584711,-0.2909858521970142,-0.7036970432419707
