,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.4252861277726274,1.3953577798141237,1.4372278743747329,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
current_assets,0.5011503408139639,0.618864723404748,0.7190040254310436,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
current_liabilities,-0.388106006211693,-0.3624740421514733,-0.27138600647993466,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
equity,1.9887242912062741,1.985417077242337,1.805809602483069,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
financial_profit,-0.6129955545288536,-0.5940436661496324,-0.646885858381492,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
gross_profit,-0.33081408972363074,-0.3751925218769714,-0.30512073062819195,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
net_income,-0.508149875396046,-0.5143835870281295,-0.5274146765277847,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
other_profit,-0.6466082109195943,-0.6601155086689706,-0.6817089409432591,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
profit_before_tax,-0.48630406977963464,-0.4892378280331939,-0.5025393500613149,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
revenue,1.7443054920620567,1.6771305934230285,1.8165332602879767,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
total_assets,2.250451739007641,2.27990837057674,2.218849727516142,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
total_debt,-0.388106006211693,-0.3624740421514733,-0.27138600647993466,-0.257415299111683,-0.25542839269909323,-0.2798613538111066
roa,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,-0.20746031583868835,-0.2050605602568729,-0.20804003073553715
roe,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,-0.2025051124512734,-0.1994471077728907,-0.1961274684595271
debt_ratio,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,-0.16513508989743886,-0.1513976294436152,-0.0909255321160217
current_ratio,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,4.239554225757178,4.239212173603545,4.2325525327915825
gross_margin,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,-0.12115551409326644,-0.1301849537588738,-0.07844591695667132
net_profit_margin,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,-0.1968993050246308,-0.1920531214007653,-0.19648650409046514
revenue_growth,-0.6498334540130599,-0.6569653354858762,-0.6844261315130077,-0.257415299111683,-0.29592808858140907,-0.10419083470008188
