,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.6362240791411464,1.2125092126717085,1.5933748776567778,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
current_assets,0.8082263985669307,0.9745940830114213,0.9180392117744187,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
current_liabilities,-0.2810755034834779,-0.41719520388278186,-0.4284352880380855,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
equity,1.135813146415268,1.393949182769359,1.1544444084427876,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
financial_profit,-0.6764870821706952,-0.6531719457342288,-0.6186108288959057,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
gross_profit,-0.41936425354743934,-0.37009087274477914,-0.3925764506442599,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
net_income,-0.5888590525040155,-0.5212789290369222,-0.5333730923068721,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
other_profit,-0.6860111186291984,-0.6632172120190007,-0.6819484391956315,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
profit_before_tax,-0.5584074438374478,-0.4711708659688028,-0.4864979844087272,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
revenue,1.9274938959356098,1.5679909274568338,1.9390372415365447,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
total_assets,2.2616663216319037,2.5724554027674356,2.240680610310514,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
total_debt,0.4152191048747329,0.4530212324022588,0.3624398933553157,-0.2796630485963314,-0.2587757505476395,-0.28204019989289253
roa,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,-0.22755895256343184,-0.20840683559585088,-0.22993333020927495
roe,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,-0.19578898837054418,-0.18039932302431558,-0.19979855158084453
debt_ratio,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,0.20205777560856167,0.031911394592809054,0.015194398619801971
current_ratio,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,4.217119187801435,4.227094599380852,4.227161150293759
gross_margin,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,-0.1392504789401809,-0.13272286014140608,-0.1811391913134851
net_profit_margin,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,-0.22095891178353166,-0.1863469634661849,-0.22403071128390362
revenue_growth,-0.7106340703419024,-0.7254850016703572,-0.7237963085124111,-0.2796630485963314,-0.4458210051742288,-0.022971365811342983
