,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.369244953483943,1.2325424121524329,1.0997676533981522,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
current_assets,1.719733352417473,1.8364336978910925,1.923404079069622,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
current_liabilities,-0.07357108467765804,-0.12285705850804093,-0.21309330593790907,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
equity,1.4364137652345832,1.5577850723283877,1.6695429863541023,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
financial_profit,-0.6158773440604388,-0.5906052549440162,-0.6097553908767004,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
gross_profit,-0.5365235884883726,-0.5433474826362359,-0.4864119092062265,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
net_income,-0.6003375883661383,-0.635542235885163,-0.6142415709760566,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
other_profit,-0.6783384818729643,-0.655090104728409,-0.6314690089296712,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
profit_before_tax,-0.5711568457723831,-0.6178870789437837,-0.593962893689146,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
revenue,1.5470373860374957,1.3817344929070168,1.2934542957672013,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
total_assets,2.077158708035595,2.127467591051434,2.1365482319914686,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
total_debt,-0.07357108467765804,-0.12285705850804093,-0.21309330593790907,-0.2649933281719402,-0.2465031619463876,-0.24793193708396294
roa,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,-0.21663522423194834,-0.2260991090102703,-0.22911054210120413
roe,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,-0.20222838858913186,-0.22093370662851777,-0.22536967778412748
debt_ratio,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,0.006858192368481117,-0.04256674553833708,-0.1144655967327105
current_ratio,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,4.234094642089042,4.234997431824253,4.239714609929861
gross_margin,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,-0.17187715559091948,-0.1738939436256474,-0.1689308091048528
net_profit_margin,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,-0.20529879981030127,-0.21876354141070836,-0.22107011693467596
revenue_growth,-0.7143160210419252,-0.6925395703109535,-0.6800985515752754,-0.2649933281719402,-0.3947024422541208,-0.30558462226473443
