,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.04869366487036186,1.1170925724929126,1.0895499942620284,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
current_assets,-0.03808660567581479,0.19783135399101107,0.23734744595191443,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
current_liabilities,-0.20324301622526644,-0.13801144208254615,0.0177334179124247,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
equity,-0.0575533686644785,0.7899945432714252,0.8574738511708918,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
financial_profit,-0.49333936161729813,-0.6986215375480425,-0.7180062956156374,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
gross_profit,-0.306177168849566,-0.10122475998995625,-0.19970187643543894,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
net_income,-0.46118216650029525,-0.5910382307661327,-0.6351817821974344,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
other_profit,-0.4899710803869906,-0.6942252010101109,-0.6868822546100283,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
profit_before_tax,-0.45354746788440503,-0.5644497884506833,-0.6194484034610387,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
revenue,0.23624580376377138,1.7279323912262508,1.5941775760168835,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
total_assets,3.055220930224654,2.720615635961826,2.77752392184934,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
total_debt,2.6190449911461573,1.2185565139671062,1.215720612488154,-0.382601633637241,-0.36727822145772515,-0.3820489296158821
roa,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,-0.3590522042364333,-0.2711643112032173,-0.3174905199891316
roe,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,-0.19099144704013582,-0.14762753444047322,-0.23812368920848018
debt_ratio,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,1.869640984101856,1.1659378556231557,1.4105692196843234
current_ratio,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,3.6451828677198406,3.953672308253159,3.857431316045306
gross_margin,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,0.2771514339510903,0.31518258856374437,0.33164312375586774
net_profit_margin,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,-0.26811039721208524,-0.23206152973638555,-0.2842537462974988
revenue_growth,-0.4937293077429755,-0.7120645787232943,-0.7043294581902941,-0.382601633637241,-0.3766007195672816,-0.17518854859980046
