,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.2757480604123956,2.0350311798095686,1.9914102962329903,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
current_assets,0.4925266297065524,0.7997846620809909,0.910924293669518,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
current_liabilities,-0.08442733817859024,0.23847390017595954,0.2472865973597769,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
equity,0.36974920298500774,0.32963884805100396,0.4168196819342799,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
financial_profit,-0.6683107503541829,-0.7299561554083296,-0.742550586894551,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
gross_profit,-0.11389401486091406,-0.15775171040402192,-0.22173089603453996,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
net_income,-0.505035874308405,-0.5854126682871036,-0.6596869576133301,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
other_profit,-0.6599775639511224,-0.7173435679912296,-0.7082015714674523,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
profit_before_tax,-0.4478928492762998,-0.5485356018828732,-0.6318335917572153,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
revenue,2.817081891300773,2.590942149208821,2.4774332075248964,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
total_assets,1.0680022670790035,1.3920347977453489,1.4994900271517302,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
total_debt,0.04302525969082395,0.3487332268452849,0.37491648955200635,-0.33371570511852594,-0.3457318610723896,-0.3073213479243996
roa,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,-0.13973075666423249,-0.17896299498887852,-0.2514501215243496
roe,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,-0.007580885783134779,-0.00914194534798614,-0.1976607356355674
debt_ratio,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,0.5681340500141077,1.03574566318589,0.951135561624477
current_ratio,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,4.141657272282308,4.006594565007496,4.041095469091998
gross_margin,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,0.013269775307701981,0.11488426837455186,0.08416288242152359
net_profit_margin,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,-0.2374452886159144,-0.2394665732633485,-0.26860417990555085
revenue_growth,-0.6552278457492917,-0.7136627228490601,-0.7077538556654441,-0.33371570511852594,-0.580870650099049,-0.6708227009797343
