,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,1.8938021515149035,1.654262888671461,1.6000430980532319,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
current_assets,1.0040450872702913,1.3495085200126933,1.5179901314720678,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
current_liabilities,-0.25971670416713005,-0.20791789803614025,-0.11553787146792019,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
equity,0.7958992706126883,0.9310387944247147,0.994801751898444,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
financial_profit,-0.6904608739138545,-0.753073802832659,-0.6978011767811476,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
gross_profit,0.07483286061655378,-0.03427479455569113,-0.12506745413643475,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
net_income,-0.424006659609784,-0.34053020654516114,-0.48022773901289595,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
other_profit,-0.7181403475646394,-0.5685057141221923,-0.7419411579857559,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
profit_before_tax,-0.34867839994861366,-0.22508135692680736,-0.40583741594137035,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
revenue,2.6831704639755176,2.4081116390124597,2.232000407712321,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
total_assets,1.2507180182896183,1.5112444076310931,1.6362886442260478,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
total_debt,-0.25971670416713005,-0.20791789803614025,-0.11553787146792019,-0.2936001232964275,-0.308096472877686,-0.29397823931223765
roa,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,-0.11693728403198307,-0.0692523080240009,-0.14676816733299067
roe,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,-0.06374096238981676,0.011355976995320295,-0.09286252613661837
debt_ratio,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,-0.01703692727930699,0.0015121018604870948,0.04718630776860488
current_ratio,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,4.2219028301364485,4.212445898070636,4.220131772796733
gross_margin,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,-0.015968775566825046,-0.01870548765986657,-0.024865751933891123
net_profit_margin,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,-0.1914172780149603,-0.136272253301441,-0.17610708773340333
revenue_growth,-0.7145354518440602,-0.7881235112425188,-0.7570247637955241,-0.2936001232964275,-0.3039262534089034,-0.2989756756815814
