,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,-0.43283049959802466,-0.48592522937483335,-0.4981943427662966,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
current_assets,1.4668819687969896,1.6230328190147592,1.68769584244412,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
current_liabilities,1.1313893596947948,0.8337844221141251,0.4286692577305311,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
equity,0.7213120501709791,0.695616245536917,0.7621146276512777,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
financial_profit,-0.6036897813104357,-0.5395466280842858,-0.5904248652349693,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
gross_profit,-0.5704122429045985,-0.5053496061010336,-0.3952647487840807,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
net_income,-0.537127142473938,-0.5069483765743924,-0.47099707137371755,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
other_profit,-0.5026007313879507,-0.5921462060009128,-0.6004221982748634,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
profit_before_tax,-0.508569938793881,-0.4748308367704562,-0.43196452722789436,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
revenue,-0.4042673246302487,-0.3985990215855168,-0.3005353892215809,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
total_assets,2.876514838049467,2.8939675870094224,2.957413830669562,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
total_debt,1.5562273694934683,1.6056755280486597,1.6023755006894878,-0.41897627725248543,-0.4586712445865464,-0.465428980400486
roa,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,-0.3585138960162558,-0.392982609582711,-0.3997075153025773
roe,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,-0.25981668366203287,-0.28089102458576704,-0.29323209187100957
debt_ratio,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,1.6879327955006203,1.225815116280593,0.7178915035698209
current_ratio,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,3.63738286460859,3.691164507198835,3.8067875572256917
gross_margin,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,0.07944457665556474,0.7434518018424868,0.8282746251096643
net_profit_margin,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,0.6602619471958243,0.7214433019816923,0.3325967059927526
revenue_growth,-0.5989754178723744,-0.5926758138903502,-0.5929237023287963,-0.41897627725248543,-0.2039461580965736,0.5925369800814904
