,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.8914231478500552,1.7091679194142098,1.1179206801967245,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
current_assets,0.022830000008104798,0.04678947072257794,0.03331778099089908,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
current_liabilities,0.5055629471500444,0.745765994204376,0.8535385359034093,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
equity,0.9243335595302165,0.979239440507844,1.2218871874758725,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
financial_profit,-0.7074797635570169,-0.6534357684495465,-0.652610329654333,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
gross_profit,-0.5351590752547826,-0.738130156476309,-0.4496104742250206,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
net_income,-0.6721473798584069,-0.9057676854984008,-0.8728542098220184,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
other_profit,-0.681120561497184,-0.63284922115715,-0.86757994358547,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
profit_before_tax,-0.6694307221028731,-0.9051453074235724,-0.8727571893683407,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
revenue,2.055084539486117,1.6410928058228038,1.3320734641718386,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
total_assets,2.1105924940458096,2.354545640349756,2.708746111834256,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
total_debt,0.5074154226390939,0.7482337833595998,0.856992607073858,-0.3599027739122616,-0.060015637759873924,-0.10426803794709968
roa,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,-0.34469332110547796,-0.5842799239569846,-0.5351226442863466
roe,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,-0.33343919979707654,-1.0331491270478508,-0.8810758259001803
debt_ratio,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,2.3345392632921156,2.5271252409069915,2.5321596862761537
current_ratio,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,3.3936287433143333,2.693098137024752,2.5423210686502253
gross_margin,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,-0.026914906896339113,-0.3346449134768804,0.43962786836800766
net_profit_margin,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,-0.34438451794815284,-0.74918759353515,-0.8374488202846243
revenue_growth,-0.6788435154913113,-0.6270724164823125,-0.6298663172845252,-0.3599027739122616,-1.7987741667963897,-2.0092448774580394
