,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.249345893816939,1.5244184336053157,1.5281321120302298,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
current_assets,1.162173468559811,1.069444544265679,1.120633321613512,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
current_liabilities,-0.2505408072369419,-0.22607721894079952,-0.2087227309760202,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
equity,1.8329376165399096,1.5663697206883906,1.494547369875749,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
financial_profit,-0.6522416689341463,-0.6407755876007631,-0.6719533943214825,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
gross_profit,-0.3559237593920759,-0.33297482873112394,-0.28483997216663015,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
net_income,-0.5431743807186947,-0.5413579952740087,-0.5341115444003299,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
other_profit,-0.7100434590038087,-0.7130694951339841,-0.7308154135922321,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
profit_before_tax,-0.5117240183810803,-0.42720305637920675,-0.418105051617651,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
revenue,1.5826395387730234,1.908330285710288,1.966323861000397,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
total_assets,2.271614213651128,2.0571791825836874,2.008856360036526,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
total_debt,-0.2505408072369419,-0.22607721894079952,-0.2087227309760202,-0.2630397884333545,-0.2915779227088159,-0.27987001168414744
roa,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,-0.2104419685318484,-0.21310017296575137,-0.19283182383196432
roe,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,-0.20129366778951852,-0.19623057299597582,-0.17264561163255973
debt_ratio,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,-0.10504913556655011,-0.07214015959446209,-0.042920627527122425
current_ratio,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,4.237393103661161,4.2224503241782765,4.231955041866755
gross_margin,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,-0.1066001909745475,-0.1102012099391822,-0.07479613441407172
net_profit_margin,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,-0.19449089116508825,-0.20865051161310164,-0.19145530388113557
revenue_growth,-0.6892174043481603,-0.7168866808360964,-0.7230317409294355,-0.2630397884333545,0.07680737543598766,-0.1988654003701303
