,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.40777510387056154,0.5169612140332731,0.5767633723960605,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
current_assets,0.17203271110066715,-0.033756250242484416,-0.08949020798847973,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
current_liabilities,-0.2849060737659018,-0.26078226166047963,-0.2735033855734758,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
equity,2.392853849620686,2.2823386015553555,2.3988191088238313,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
financial_profit,-0.574334189390687,-0.6258788355893251,-0.6057647610395923,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
gross_profit,-0.28897328185814214,-0.2017341450053882,-0.18057176123770252,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
net_income,-0.5566559667906466,-0.5277568568856874,-0.5206042602624833,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
other_profit,-0.561405241260581,-0.5840338516277243,-0.5511191835514799,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
profit_before_tax,-0.5551306038702375,-0.5210532758184289,-0.5070731528607395,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
revenue,0.7093291101014991,0.9284537904045246,0.9848347068848501,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
total_assets,2.995250187461578,2.981179821172863,2.8823573029362475,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
total_debt,0.045117344958430936,0.11724382337325669,-0.0912350467924305,-0.27018572587318507,-0.3419782696982737,-0.30182826758856524
roa,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,-0.2698915022611543,-0.30232969721167013,-0.25824920617729025
roe,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,-0.2698314238728729,-0.2926548801857591,-0.2511627806920069
debt_ratio,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,0.01429550006944354,0.1726535873138383,0.08717920801194205
current_ratio,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,4.222005131125366,4.138316819227487,4.178216584860134
gross_margin,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,0.08519723114099792,0.31801944574346247,0.4011562381661056
net_profit_margin,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,-0.26936049985037425,-0.24843241376482328,-0.2052280263891817
revenue_growth,-0.557278992882461,-0.5815973962442508,-0.5747732473906578,-0.27018572587318507,0.31816637525674746,-0.3299728067169189
